,NAME_LATN,fecha,min,max,mean
0,"München, Kreisfreie Stadt",1951-01-01,-7.266845703125,-6.98492431640625,-7.164021809895833
1,"Stuttgart, Stadtkreis",1951-01-01,0.251861572265625,0.29217529296875,0.2720184326171875
2,"Nürnberg, Kreisfreie Stadt",1951-01-01,-2.707275390625,-2.5302734375,-2.6187744140625
3,"Bremen, Kreisfreie Stadt",1951-01-01,-1.668212890625,-1.54901123046875,-1.606695556640625
4,Hamburg,1951-01-01,-4.64471435546875,-3.757415771484375,-4.207849675958807
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-01,-0.614471435546875,-0.20574951171875,-0.4404195149739583
6,Berlin,1951-01-01,-8.648651123046875,-6.741302490234375,-7.9224700927734375
7,"Dortmund, Kreisfreie Stadt",1951-01-01,0.5592041015625,0.808013916015625,0.6864776611328125
8,Region Hannover,1951-01-01,-2.486572265625,-1.38690185546875,-1.7180613199869792
9,"Düsseldorf, Kreisfreie Stadt",1951-01-01,0.928131103515625,1.373443603515625,1.2139511108398438
10,"Duisburg, Kreisfreie Stadt",1951-01-01,1.149688720703125,1.234405517578125,1.192047119140625
11,"Essen, Kreisfreie Stadt",1951-01-01,0.70843505859375,0.944000244140625,0.8336334228515625
12,"Köln, Kreisfreie Stadt",1951-01-01,1.2625732421875,1.516754150390625,1.420257568359375
13,"Dresden, Kreisfreie Stadt",1951-01-01,-8.596405029296875,-8.129730224609375,-8.37408447265625
14,"Leipzig, Kreisfreie Stadt",1951-01-01,-5.441864013671875,-5.348236083984375,-5.395050048828125
0,"München, Kreisfreie Stadt",1951-01-02,-6.389404296875,-6.1356201171875,-6.292317708333333
1,"Stuttgart, Stadtkreis",1951-01-02,-0.49444580078125,-0.4500732421875,-0.472259521484375
2,"Nürnberg, Kreisfreie Stadt",1951-01-02,-2.8890380859375,-2.82171630859375,-2.855377197265625
3,"Bremen, Kreisfreie Stadt",1951-01-02,0.730133056640625,0.80914306640625,0.771905517578125
4,Hamburg,1951-01-02,-0.394134521484375,-0.09600830078125,-0.23665826970880682
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-02,0.6181640625,0.86541748046875,0.7426045735677084
6,Berlin,1951-01-02,-1.978515625,-1.7213134765625,-1.868963623046875
7,"Dortmund, Kreisfreie Stadt",1951-01-02,1.5621337890625,1.7220458984375,1.64459228515625
8,Region Hannover,1951-01-02,0.19696044921875,0.79925537109375,0.5369781494140625
9,"Düsseldorf, Kreisfreie Stadt",1951-01-02,1.4697265625,1.659759521484375,1.5869674682617188
10,"Duisburg, Kreisfreie Stadt",1951-01-02,1.476593017578125,1.56353759765625,1.5200653076171875
11,"Essen, Kreisfreie Stadt",1951-01-02,1.42230224609375,1.556732177734375,1.4969635009765625
12,"Köln, Kreisfreie Stadt",1951-01-02,1.61334228515625,1.729248046875,1.6755719866071428
13,"Dresden, Kreisfreie Stadt",1951-01-02,-4.52154541015625,-4.357666015625,-4.424336751302083
14,"Leipzig, Kreisfreie Stadt",1951-01-02,-1.917266845703125,-1.82037353515625,-1.8688201904296875
0,"München, Kreisfreie Stadt",1951-01-03,-1.380462646484375,-1.27880859375,-1.3443400065104167
1,"Stuttgart, Stadtkreis",1951-01-03,-2.956207275390625,-2.94183349609375,-2.9490203857421875
2,"Nürnberg, Kreisfreie Stadt",1951-01-03,-2.770111083984375,-2.683074951171875,-2.726593017578125
3,"Bremen, Kreisfreie Stadt",1951-01-03,-0.1109619140625,0.099273681640625,-0.00523681640625
4,Hamburg,1951-01-03,-1.255462646484375,-0.671142578125,-0.9153248180042614
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-03,0.31890869140625,0.54815673828125,0.432037353515625
6,Berlin,1951-01-03,-3.697052001953125,-2.95159912109375,-3.3612274169921874
7,"Dortmund, Kreisfreie Stadt",1951-01-03,0.4482421875,0.559967041015625,0.5074310302734375
8,Region Hannover,1951-01-03,-0.345550537109375,0.0966796875,-0.018033854166666665
9,"Düsseldorf, Kreisfreie Stadt",1951-01-03,0.294097900390625,0.50677490234375,0.3891754150390625
10,"Duisburg, Kreisfreie Stadt",1951-01-03,-0.201904296875,0.176727294921875,-0.0125885009765625
11,"Essen, Kreisfreie Stadt",1951-01-03,0.22784423828125,0.306365966796875,0.2518310546875
12,"Köln, Kreisfreie Stadt",1951-01-03,0.5992431640625,0.818572998046875,0.7205548967633929
13,"Dresden, Kreisfreie Stadt",1951-01-03,-2.89190673828125,-2.423828125,-2.73260498046875
14,"Leipzig, Kreisfreie Stadt",1951-01-03,-2.397430419921875,-2.372314453125,-2.3848724365234375
0,"München, Kreisfreie Stadt",1951-01-04,-3.63897705078125,-3.32183837890625,-3.4837239583333335
1,"Stuttgart, Stadtkreis",1951-01-04,-1.82342529296875,-1.712005615234375,-1.7677154541015625
2,"Nürnberg, Kreisfreie Stadt",1951-01-04,-1.3572998046875,-1.25494384765625,-1.306121826171875
3,"Bremen, Kreisfreie Stadt",1951-01-04,0.5001220703125,0.6512451171875,0.583123779296875
4,Hamburg,1951-01-04,0.33648681640625,0.550048828125,0.4373418634588068
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-04,0.441986083984375,0.632598876953125,0.537322998046875
6,Berlin,1951-01-04,0.104217529296875,0.30828857421875,0.173046875
7,"Dortmund, Kreisfreie Stadt",1951-01-04,0.95318603515625,1.24420166015625,1.1021270751953125
8,Region Hannover,1951-01-04,0.90875244140625,1.239044189453125,1.1409383138020834
9,"Düsseldorf, Kreisfreie Stadt",1951-01-04,0.995574951171875,1.37841796875,1.2245712280273438
10,"Duisburg, Kreisfreie Stadt",1951-01-04,1.322296142578125,1.33294677734375,1.3276214599609375
11,"Essen, Kreisfreie Stadt",1951-01-04,0.8922119140625,1.170318603515625,1.0382919311523438
12,"Köln, Kreisfreie Stadt",1951-01-04,1.05340576171875,1.3597412109375,1.1992274693080358
13,"Dresden, Kreisfreie Stadt",1951-01-04,-0.898406982421875,-0.62176513671875,-0.788848876953125
14,"Leipzig, Kreisfreie Stadt",1951-01-04,0.552001953125,0.5848388671875,0.56842041015625
0,"München, Kreisfreie Stadt",1951-01-05,-1.149017333984375,-0.577728271484375,-0.9161173502604166
1,"Stuttgart, Stadtkreis",1951-01-05,3.6669921875,3.67059326171875,3.668792724609375
2,"Nürnberg, Kreisfreie Stadt",1951-01-05,1.975616455078125,2.1221923828125,2.0489044189453125
3,"Bremen, Kreisfreie Stadt",1951-01-05,4.19610595703125,4.2452392578125,4.21663818359375
4,Hamburg,1951-01-05,3.43572998046875,3.66510009765625,3.5639149058948862
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-05,2.781890869140625,2.9876708984375,2.8506062825520835
6,Berlin,1951-01-05,1.560699462890625,1.92510986328125,1.7021026611328125
7,"Dortmund, Kreisfreie Stadt",1951-01-05,4.51470947265625,5.018585205078125,4.773262023925781
8,Region Hannover,1951-01-05,3.477447509765625,3.96435546875,3.741755167643229
9,"Düsseldorf, Kreisfreie Stadt",1951-01-05,4.946441650390625,5.55029296875,5.288482666015625
10,"Duisburg, Kreisfreie Stadt",1951-01-05,5.40948486328125,5.454864501953125,5.4321746826171875
11,"Essen, Kreisfreie Stadt",1951-01-05,4.757110595703125,5.16864013671875,4.9736480712890625
12,"Köln, Kreisfreie Stadt",1951-01-05,4.78369140625,5.51971435546875,5.188681466238839
13,"Dresden, Kreisfreie Stadt",1951-01-05,1.34136962890625,1.6280517578125,1.4771525065104167
14,"Leipzig, Kreisfreie Stadt",1951-01-05,2.272247314453125,2.31072998046875,2.2914886474609375
0,"München, Kreisfreie Stadt",1951-01-06,-1.102874755859375,-0.893096923828125,-0.994140625
1,"Stuttgart, Stadtkreis",1951-01-06,2.081268310546875,2.3548583984375,2.2180633544921875
2,"Nürnberg, Kreisfreie Stadt",1951-01-06,1.877655029296875,1.88848876953125,1.8830718994140625
3,"Bremen, Kreisfreie Stadt",1951-01-06,4.39581298828125,4.569610595703125,4.49058837890625
4,Hamburg,1951-01-06,3.5150146484375,3.800445556640625,3.6618291681463067
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-06,1.63311767578125,2.04345703125,1.7880655924479167
6,Berlin,1951-01-06,4.072723388671875,4.303314208984375,4.167147827148438
7,"Dortmund, Kreisfreie Stadt",1951-01-06,5.474456787109375,6.09075927734375,5.7899322509765625
8,Region Hannover,1951-01-06,4.681915283203125,5.17340087890625,5.003188069661459
9,"Düsseldorf, Kreisfreie Stadt",1951-01-06,5.695648193359375,6.1905517578125,5.954231262207031
10,"Duisburg, Kreisfreie Stadt",1951-01-06,6.16168212890625,6.162384033203125,6.1620330810546875
11,"Essen, Kreisfreie Stadt",1951-01-06,5.626434326171875,6.03936767578125,5.846107482910156
12,"Köln, Kreisfreie Stadt",1951-01-06,5.1103515625,5.95391845703125,5.553070068359375
13,"Dresden, Kreisfreie Stadt",1951-01-06,4.12225341796875,4.2723388671875,4.183329264322917
14,"Leipzig, Kreisfreie Stadt",1951-01-06,3.9901123046875,4.004852294921875,3.9974822998046875
0,"München, Kreisfreie Stadt",1951-01-07,-0.4254150390625,-0.029144287109375,-0.22490437825520834
1,"Stuttgart, Stadtkreis",1951-01-07,3.730377197265625,3.73291015625,3.7316436767578125
2,"Nürnberg, Kreisfreie Stadt",1951-01-07,2.71856689453125,2.82403564453125,2.77130126953125
3,"Bremen, Kreisfreie Stadt",1951-01-07,5.363433837890625,5.48468017578125,5.435302734375
4,Hamburg,1951-01-07,4.37762451171875,4.672607421875,4.587693647904829
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-07,3.74273681640625,4.00054931640625,3.84649658203125
6,Berlin,1951-01-07,3.94842529296875,4.38189697265625,4.131280517578125
7,"Dortmund, Kreisfreie Stadt",1951-01-07,5.62237548828125,6.15057373046875,5.893562316894531
8,Region Hannover,1951-01-07,5.080718994140625,5.6007080078125,5.402841186523437
9,"Düsseldorf, Kreisfreie Stadt",1951-01-07,6.1207275390625,6.624908447265625,6.431427001953125
10,"Duisburg, Kreisfreie Stadt",1951-01-07,6.53045654296875,6.55859375,6.544525146484375
11,"Essen, Kreisfreie Stadt",1951-01-07,5.922821044921875,6.3270263671875,6.137489318847656
12,"Köln, Kreisfreie Stadt",1951-01-07,6.03466796875,6.58599853515625,6.294520786830357
13,"Dresden, Kreisfreie Stadt",1951-01-07,3.91943359375,3.961822509765625,3.9458516438802085
14,"Leipzig, Kreisfreie Stadt",1951-01-07,4.3565673828125,4.36431884765625,4.360443115234375
0,"München, Kreisfreie Stadt",1951-01-08,-0.431121826171875,-0.17919921875,-0.2964579264322917
1,"Stuttgart, Stadtkreis",1951-01-08,0.98663330078125,1.05511474609375,1.0208740234375
2,"Nürnberg, Kreisfreie Stadt",1951-01-08,1.446441650390625,1.459747314453125,1.453094482421875
3,"Bremen, Kreisfreie Stadt",1951-01-08,4.63818359375,4.75006103515625,4.705224609375
4,Hamburg,1951-01-08,3.069488525390625,3.601318359375,3.4248241077769888
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-08,3.02532958984375,3.407928466796875,3.1876424153645835
6,Berlin,1951-01-08,3.1617431640625,3.55633544921875,3.358502197265625
7,"Dortmund, Kreisfreie Stadt",1951-01-08,4.802490234375,5.322174072265625,5.0688934326171875
8,Region Hannover,1951-01-08,4.40673828125,4.793548583984375,4.559779866536458
9,"Düsseldorf, Kreisfreie Stadt",1951-01-08,5.11932373046875,5.51263427734375,5.3566131591796875
10,"Duisburg, Kreisfreie Stadt",1951-01-08,5.4483642578125,5.452789306640625,5.4505767822265625
11,"Essen, Kreisfreie Stadt",1951-01-08,5.00799560546875,5.369171142578125,5.2000579833984375
12,"Köln, Kreisfreie Stadt",1951-01-08,4.8802490234375,5.44140625,5.140101841517857
13,"Dresden, Kreisfreie Stadt",1951-01-08,2.714935302734375,2.797821044921875,2.7617289225260415
14,"Leipzig, Kreisfreie Stadt",1951-01-08,3.94952392578125,3.97320556640625,3.96136474609375
0,"München, Kreisfreie Stadt",1951-01-09,-3.86529541015625,-3.279876708984375,-3.5929361979166665
1,"Stuttgart, Stadtkreis",1951-01-09,0.3900146484375,0.4781494140625,0.43408203125
2,"Nürnberg, Kreisfreie Stadt",1951-01-09,-0.1507568359375,-0.100830078125,-0.12579345703125
3,"Bremen, Kreisfreie Stadt",1951-01-09,3.782623291015625,3.813873291015625,3.794073486328125
4,Hamburg,1951-01-09,3.45245361328125,3.566802978515625,3.5267472700639204
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-09,1.766632080078125,2.128082275390625,1.93450927734375
6,Berlin,1951-01-09,2.92059326171875,3.07904052734375,2.9956390380859377
7,"Dortmund, Kreisfreie Stadt",1951-01-09,2.99261474609375,3.45147705078125,3.2279586791992188
8,Region Hannover,1951-01-09,2.929351806640625,3.376251220703125,3.201404825846354
9,"Düsseldorf, Kreisfreie Stadt",1951-01-09,3.468505859375,3.95068359375,3.7530670166015625
10,"Duisburg, Kreisfreie Stadt",1951-01-09,3.86077880859375,3.8878173828125,3.874298095703125
11,"Essen, Kreisfreie Stadt",1951-01-09,3.30908203125,3.683746337890625,3.5060653686523438
12,"Köln, Kreisfreie Stadt",1951-01-09,3.32330322265625,3.895782470703125,3.6043831961495534
13,"Dresden, Kreisfreie Stadt",1951-01-09,1.308380126953125,1.403106689453125,1.3592020670572917
14,"Leipzig, Kreisfreie Stadt",1951-01-09,3.110382080078125,3.1153564453125,3.1128692626953125
0,"München, Kreisfreie Stadt",1951-01-10,-6.04150390625,-5.66876220703125,-5.846394856770833
1,"Stuttgart, Stadtkreis",1951-01-10,-2.051300048828125,-2.0400390625,-2.0456695556640625
2,"Nürnberg, Kreisfreie Stadt",1951-01-10,-3.522796630859375,-3.303863525390625,-3.413330078125
3,"Bremen, Kreisfreie Stadt",1951-01-10,1.628143310546875,1.719879150390625,1.674609375
4,Hamburg,1951-01-10,1.37774658203125,1.531494140625,1.4540849165482954
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-10,-1.45806884765625,-1.004638671875,-1.2771708170572917
6,Berlin,1951-01-10,0.687713623046875,0.946258544921875,0.786767578125
7,"Dortmund, Kreisfreie Stadt",1951-01-10,1.318756103515625,1.73101806640625,1.534088134765625
8,Region Hannover,1951-01-10,0.86151123046875,1.18023681640625,1.102435302734375
9,"Düsseldorf, Kreisfreie Stadt",1951-01-10,1.57147216796875,1.891876220703125,1.7054672241210938
10,"Duisburg, Kreisfreie Stadt",1951-01-10,1.77667236328125,1.8955078125,1.836090087890625
11,"Essen, Kreisfreie Stadt",1951-01-10,1.581146240234375,1.765655517578125,1.683349609375
12,"Köln, Kreisfreie Stadt",1951-01-10,0.8912353515625,1.5634765625,1.2574244907924108
13,"Dresden, Kreisfreie Stadt",1951-01-10,-1.075347900390625,-0.938201904296875,-1.011322021484375
14,"Leipzig, Kreisfreie Stadt",1951-01-10,0.14892578125,0.18548583984375,0.167205810546875
0,"München, Kreisfreie Stadt",1951-01-11,-3.757171630859375,-3.31640625,-3.6017049153645835
1,"Stuttgart, Stadtkreis",1951-01-11,4.63775634765625,4.664825439453125,4.6512908935546875
2,"Nürnberg, Kreisfreie Stadt",1951-01-11,2.5802001953125,2.769683837890625,2.6749420166015625
3,"Bremen, Kreisfreie Stadt",1951-01-11,6.316802978515625,6.430572509765625,6.3821044921875
4,Hamburg,1951-01-11,5.479278564453125,5.732177734375,5.662098277698863
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-11,5.58056640625,5.9293212890625,5.7550048828125
6,Berlin,1951-01-11,3.750885009765625,4.15924072265625,3.9298553466796875
7,"Dortmund, Kreisfreie Stadt",1951-01-11,6.819488525390625,7.187744140625,7.008964538574219
8,Region Hannover,1951-01-11,6.052276611328125,6.44732666015625,6.257182820638021
9,"Düsseldorf, Kreisfreie Stadt",1951-01-11,7.277496337890625,7.76995849609375,7.592826843261719
10,"Duisburg, Kreisfreie Stadt",1951-01-11,7.4588623046875,7.5943603515625,7.526611328125
11,"Essen, Kreisfreie Stadt",1951-01-11,7.03533935546875,7.298736572265625,7.176887512207031
12,"Köln, Kreisfreie Stadt",1951-01-11,7.317138671875,7.8427734375,7.577841622488839
13,"Dresden, Kreisfreie Stadt",1951-01-11,2.619537353515625,3.36553955078125,2.9840087890625
14,"Leipzig, Kreisfreie Stadt",1951-01-11,5.590240478515625,5.61895751953125,5.6045989990234375
0,"München, Kreisfreie Stadt",1951-01-12,-2.9627685546875,-2.849578857421875,-2.9152730305989585
1,"Stuttgart, Stadtkreis",1951-01-12,2.73297119140625,2.84783935546875,2.7904052734375
2,"Nürnberg, Kreisfreie Stadt",1951-01-12,0.190460205078125,0.493011474609375,0.34173583984375
3,"Bremen, Kreisfreie Stadt",1951-01-12,5.03289794921875,5.210723876953125,5.115753173828125
4,Hamburg,1951-01-12,5.115478515625,5.4609375,5.2396628639914775
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-12,5.38641357421875,5.633056640625,5.530069986979167
6,Berlin,1951-01-12,4.951812744140625,5.42425537109375,5.12034912109375
7,"Dortmund, Kreisfreie Stadt",1951-01-12,4.952392578125,5.197296142578125,5.079536437988281
8,Region Hannover,1951-01-12,5.513397216796875,6.17437744140625,5.822014363606771
9,"Düsseldorf, Kreisfreie Stadt",1951-01-12,4.9461669921875,5.351959228515625,5.188385009765625
10,"Duisburg, Kreisfreie Stadt",1951-01-12,5.09130859375,5.168731689453125,5.1300201416015625
11,"Essen, Kreisfreie Stadt",1951-01-12,4.78192138671875,5.02923583984375,4.9156036376953125
12,"Köln, Kreisfreie Stadt",1951-01-12,5.4013671875,5.548736572265625,5.470659528459821
13,"Dresden, Kreisfreie Stadt",1951-01-12,2.27105712890625,2.89202880859375,2.54931640625
14,"Leipzig, Kreisfreie Stadt",1951-01-12,5.83233642578125,5.857421875,5.844879150390625
0,"München, Kreisfreie Stadt",1951-01-13,-2.06097412109375,-1.9493408203125,-2.0192667643229165
1,"Stuttgart, Stadtkreis",1951-01-13,2.107818603515625,2.1181640625,2.1129913330078125
2,"Nürnberg, Kreisfreie Stadt",1951-01-13,-0.01904296875,0.080596923828125,0.0307769775390625
3,"Bremen, Kreisfreie Stadt",1951-01-13,3.046661376953125,3.08880615234375,3.06976318359375
4,Hamburg,1951-01-13,2.47467041015625,2.7637939453125,2.646212491122159
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-13,3.17572021484375,3.403717041015625,3.30511474609375
6,Berlin,1951-01-13,1.787017822265625,2.265533447265625,1.948272705078125
7,"Dortmund, Kreisfreie Stadt",1951-01-13,3.417510986328125,3.78717041015625,3.6070327758789062
8,Region Hannover,1951-01-13,3.07086181640625,3.4012451171875,3.1954335530598956
9,"Düsseldorf, Kreisfreie Stadt",1951-01-13,3.63323974609375,4.043365478515625,3.8960647583007812
10,"Duisburg, Kreisfreie Stadt",1951-01-13,4.01220703125,4.018463134765625,4.0153350830078125
11,"Essen, Kreisfreie Stadt",1951-01-13,3.496307373046875,3.849273681640625,3.6817474365234375
12,"Köln, Kreisfreie Stadt",1951-01-13,3.83599853515625,4.07012939453125,3.94189453125
13,"Dresden, Kreisfreie Stadt",1951-01-13,0.024322509765625,0.31219482421875,0.1396484375
14,"Leipzig, Kreisfreie Stadt",1951-01-13,3.159576416015625,3.238067626953125,3.198822021484375
0,"München, Kreisfreie Stadt",1951-01-14,-1.43707275390625,-0.974700927734375,-1.2630513509114583
1,"Stuttgart, Stadtkreis",1951-01-14,2.80224609375,2.8978271484375,2.85003662109375
2,"Nürnberg, Kreisfreie Stadt",1951-01-14,1.917724609375,2.0958251953125,2.00677490234375
3,"Bremen, Kreisfreie Stadt",1951-01-14,3.6673583984375,3.787689208984375,3.7353759765625
4,Hamburg,1951-01-14,3.0712890625,3.3780517578125,3.2530961470170454
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-14,4.31427001953125,4.610595703125,4.459340413411458
6,Berlin,1951-01-14,3.409942626953125,3.77496337890625,3.5572784423828123
7,"Dortmund, Kreisfreie Stadt",1951-01-14,3.96490478515625,4.299346923828125,4.136665344238281
8,Region Hannover,1951-01-14,3.786651611328125,4.2476806640625,4.098600260416666
9,"Düsseldorf, Kreisfreie Stadt",1951-01-14,4.08251953125,4.523193359375,4.372802734375
10,"Duisburg, Kreisfreie Stadt",1951-01-14,4.437469482421875,4.453277587890625,4.44537353515625
11,"Essen, Kreisfreie Stadt",1951-01-14,3.91650390625,4.2562255859375,4.095649719238281
12,"Köln, Kreisfreie Stadt",1951-01-14,4.459686279296875,4.642181396484375,4.568716866629464
13,"Dresden, Kreisfreie Stadt",1951-01-14,2.19140625,2.3861083984375,2.2891031901041665
14,"Leipzig, Kreisfreie Stadt",1951-01-14,4.12945556640625,4.169677734375,4.149566650390625
0,"München, Kreisfreie Stadt",1951-01-15,-2.129302978515625,-2.07623291015625,-2.1107889811197915
1,"Stuttgart, Stadtkreis",1951-01-15,3.031494140625,3.08013916015625,3.055816650390625
2,"Nürnberg, Kreisfreie Stadt",1951-01-15,1.728179931640625,1.903839111328125,1.816009521484375
3,"Bremen, Kreisfreie Stadt",1951-01-15,3.6339111328125,3.74169921875,3.69490966796875
4,Hamburg,1951-01-15,2.80743408203125,3.052154541015625,2.97833251953125
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-15,3.2462158203125,3.53082275390625,3.3889567057291665
6,Berlin,1951-01-15,3.208770751953125,3.4307861328125,3.3205078125
7,"Dortmund, Kreisfreie Stadt",1951-01-15,3.55029296875,3.991119384765625,3.775115966796875
8,Region Hannover,1951-01-15,3.145294189453125,3.730743408203125,3.5720703125
9,"Düsseldorf, Kreisfreie Stadt",1951-01-15,3.807464599609375,4.287628173828125,4.101219177246094
10,"Duisburg, Kreisfreie Stadt",1951-01-15,4.27508544921875,4.31341552734375,4.29425048828125
11,"Essen, Kreisfreie Stadt",1951-01-15,3.66693115234375,4.089019775390625,3.8873825073242188
12,"Köln, Kreisfreie Stadt",1951-01-15,3.73541259765625,4.22882080078125,3.9547249930245534
13,"Dresden, Kreisfreie Stadt",1951-01-15,2.600250244140625,2.6785888671875,2.6426289876302085
14,"Leipzig, Kreisfreie Stadt",1951-01-15,3.51397705078125,3.53607177734375,3.5250244140625
0,"München, Kreisfreie Stadt",1951-01-16,-1.066650390625,-0.937713623046875,-1.00152587890625
1,"Stuttgart, Stadtkreis",1951-01-16,0.24053955078125,0.39874267578125,0.31964111328125
2,"Nürnberg, Kreisfreie Stadt",1951-01-16,0.45068359375,0.57012939453125,0.510406494140625
3,"Bremen, Kreisfreie Stadt",1951-01-16,3.17547607421875,3.20037841796875,3.19132080078125
4,Hamburg,1951-01-16,2.463287353515625,2.912353515625,2.7520502263849433
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-16,2.529052734375,2.736602783203125,2.65228271484375
6,Berlin,1951-01-16,1.49725341796875,1.8507080078125,1.6371551513671876
7,"Dortmund, Kreisfreie Stadt",1951-01-16,2.36993408203125,2.823394775390625,2.6005783081054688
8,Region Hannover,1951-01-16,2.189453125,2.882965087890625,2.7280314127604166
9,"Düsseldorf, Kreisfreie Stadt",1951-01-16,2.408966064453125,2.92816162109375,2.7190628051757812
10,"Duisburg, Kreisfreie Stadt",1951-01-16,2.980621337890625,3.08917236328125,3.0348968505859375
11,"Essen, Kreisfreie Stadt",1951-01-16,2.309234619140625,2.819488525390625,2.5735931396484375
12,"Köln, Kreisfreie Stadt",1951-01-16,2.3309326171875,2.80877685546875,2.5214974539620534
13,"Dresden, Kreisfreie Stadt",1951-01-16,1.161956787109375,1.20245361328125,1.1756795247395833
14,"Leipzig, Kreisfreie Stadt",1951-01-16,2.2391357421875,2.288604736328125,2.2638702392578125
0,"München, Kreisfreie Stadt",1951-01-17,0.4161376953125,0.4815673828125,0.4497273763020833
1,"Stuttgart, Stadtkreis",1951-01-17,1.40972900390625,1.5057373046875,1.457733154296875
2,"Nürnberg, Kreisfreie Stadt",1951-01-17,0.6710205078125,0.824249267578125,0.7476348876953125
3,"Bremen, Kreisfreie Stadt",1951-01-17,4.05224609375,4.20648193359375,4.136767578125
4,Hamburg,1951-01-17,3.04425048828125,3.32470703125,3.1962418989701704
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-17,1.829833984375,1.94940185546875,1.8826802571614583
6,Berlin,1951-01-17,1.445465087890625,1.8460693359375,1.6163543701171874
7,"Dortmund, Kreisfreie Stadt",1951-01-17,3.757110595703125,4.286041259765625,4.026191711425781
8,Region Hannover,1951-01-17,3.138671875,3.707977294921875,3.445811971028646
9,"Düsseldorf, Kreisfreie Stadt",1951-01-17,4.360107421875,4.931976318359375,4.676971435546875
10,"Duisburg, Kreisfreie Stadt",1951-01-17,4.970489501953125,5.072662353515625,5.021575927734375
11,"Essen, Kreisfreie Stadt",1951-01-17,4.21435546875,4.6944580078125,4.460968017578125
12,"Köln, Kreisfreie Stadt",1951-01-17,4.00714111328125,4.7703857421875,4.407352992466518
13,"Dresden, Kreisfreie Stadt",1951-01-17,1.00982666015625,1.095855712890625,1.0592854817708333
14,"Leipzig, Kreisfreie Stadt",1951-01-17,2.106353759765625,2.149261474609375,2.1278076171875
0,"München, Kreisfreie Stadt",1951-01-18,3.49945068359375,3.627838134765625,3.5608622233072915
1,"Stuttgart, Stadtkreis",1951-01-18,4.531494140625,4.6964111328125,4.61395263671875
2,"Nürnberg, Kreisfreie Stadt",1951-01-18,3.652587890625,3.791168212890625,3.7218780517578125
3,"Bremen, Kreisfreie Stadt",1951-01-18,5.253173828125,5.347625732421875,5.308306884765625
4,Hamburg,1951-01-18,4.51214599609375,4.7603759765625,4.6707846901633525
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-18,5.37933349609375,5.691070556640625,5.53887939453125
6,Berlin,1951-01-18,4.05609130859375,4.308624267578125,4.177938842773438
7,"Dortmund, Kreisfreie Stadt",1951-01-18,4.98944091796875,5.4185791015625,5.2080078125
8,Region Hannover,1951-01-18,4.690704345703125,5.35589599609375,5.181592814127604
9,"Düsseldorf, Kreisfreie Stadt",1951-01-18,5.33917236328125,5.86749267578125,5.670234680175781
10,"Duisburg, Kreisfreie Stadt",1951-01-18,5.83538818359375,5.8756103515625,5.855499267578125
11,"Essen, Kreisfreie Stadt",1951-01-18,5.1541748046875,5.59857177734375,5.385040283203125
12,"Köln, Kreisfreie Stadt",1951-01-18,5.4803466796875,5.885894775390625,5.666351318359375
13,"Dresden, Kreisfreie Stadt",1951-01-18,3.56243896484375,3.59527587890625,3.5761515299479165
14,"Leipzig, Kreisfreie Stadt",1951-01-18,4.68341064453125,4.731201171875,4.707305908203125
0,"München, Kreisfreie Stadt",1951-01-19,0.754974365234375,0.867218017578125,0.807647705078125
1,"Stuttgart, Stadtkreis",1951-01-19,1.9661865234375,2.133056640625,2.04962158203125
2,"Nürnberg, Kreisfreie Stadt",1951-01-19,1.655517578125,1.7767333984375,1.71612548828125
3,"Bremen, Kreisfreie Stadt",1951-01-19,4.67919921875,4.716339111328125,4.6966796875
4,Hamburg,1951-01-19,4.029449462890625,4.202301025390625,4.134746204723012
5,"Frankfurt am Main, Kreisfreie Stadt",1951-01-19,3.72308349609375,3.984130859375,3.8707173665364585
6,Berlin,1951-01-19,3.3824462890625,3.5853271484375,3.4790069580078127
7,"Dortmund, Kreisfreie Stadt",1951-01-19,3.61407470703125,4.08782958984375,3.8552169799804688
8,Region Hannover,1951-01-19,3.23828125,4.197509765625,3.908660888671875
9,"Düsseldorf, Kreisfreie Stadt",1951-01-19,3.884063720703125,4.404327392578125,4.2072906494140625
10,"Duisburg, Kreisfreie Stadt",1951-01-19,4.40826416015625,4.47900390625,4.443634033203125
11,"Essen, Kreisfreie Stadt",1951-01-19,3.73065185546875,4.21221923828125,3.981201171875
